ljo_2017_id	label	성명	name	f_name	r_name	a_name	字	號	諡號	birth_year	death_year	exam_year	status	posts	choronym	residence
PMn_1393_000001	MN	송개신	宋介臣	宋介立						1373		1393	生員		洪州 宋	
PMn_1393_000002	MN	김효원	金孝源			金孝元				1370		1393	生員	兵曹參議	金海 金	
PMn_1393_000003+M	MN	이담	李擔							1370	1405	1393	生員	代言	慶州 李	
PMn_1393_000004	MN	탁함	卓諴							1345		1393	生員		光山 卓	
PMn_1393_000005	MN	윤정	尹定							1376		1393	生員		咸安 尹	
PMn_1393_000006	MN	변계손	卞季孫							1368		1393	生員	司諫院司諫	草溪 卞	
PMn_1393_000007	MN	변처후	邊處厚							1373	1437	1393	生員	參判	長淵 邊	
PMn_1393_000008+M	MN	신개	申槩				子格		文僖	1374	1446	1393	生員	翰林	平山 申	
PMn_1393_000009	MN	홍중강	洪仲剛			洪汝剛				1373		1393	生員	翰林	南陽[唐] 洪	
PMn_1393_000010+M	MN	이숙번	李叔蕃							1373	1440	1393	生員	贊成	安城 李	
PMn_1393_000011	MN	소호인	蘇好仁							1356		1393	進士		晉州 蘇	
PMn_1393_000012	MN	유흡	柳洽			柳合				1356		1393	生員	珍州知事	白川 柳	
PMn_1393_000013	MN	김식	金湜							1356		1393	生員	刑曹判書		
PMn_1393_000014+M	MN	서선	徐選							1367	1433	1393	生員	代言	利川 徐	
PMn_1393_000015	MN	김효손	金孝孫							1373	1429	1393	生員	司憲府大司憲	義城 金	
PMn_1393_000016+M	MN	이초	李椒							1372		1393	生員	成均館司成	光山 李	
PMn_1393_000017	MN	한겸	韓兼							1365		1393	生員	司諫院獻納	平山 韓	
PMn_1393_000018+M	MN	송호	宋瑚							1373		1393	生員	卞正副使	泰仁 宋	
PMn_1393_000019	MN	유의	柳儀							1373		1393	生員	縣監	高興 柳	
PMn_1393_000020	MN	나득경	羅得卿							1369		1393	生員		羅州 羅	
PMn_1393_000021	MN	최예	崔汭							1371		1393	生員	成均館司成	慶州 崔	
PMn_1393_000022	MN	민안	閔顔							1350		1393	生員	監務	驪興 閔	
PMn_1393_000023	MN	박조	朴澡									1393	生員	郡守		
PMn_1393_000024	MN	한련	韓璉							1367		1393	生員			
PMn_1393_000025+M	MN	황현	黃鉉							1372		1393	生員	成均館大司成	平海 黃	
PMn_1393_000026	MN	이중명	李仲明							1370		1393	生員			
PMn_1393_000027	MN	김자린	金自麟							1372		1393	別將	府使	光山 金	
PMn_1393_000028+M	MN	이관	李灌								1418	1393	生員	吏曹參判	仁川 李	
PMn_1393_000029	MN	오상명	吳尙明							1371		1393	生員			
PMn_1393_000030+M	MN	유사눌	柳思訥				而行		文肅	1365	1440	1393	生員	藝文館大提學	文化 柳	
PMn_1393_000031	MN	문가용	文可容			文可用						1393	生員			
PMn_1393_000032	MN	민인생	閔麟生							1373		1393	生員	主簿	驪興 閔	
PMn_1393_000033	MN	배둔	裵屯							1374		1393	生員	監司	興海 裵	
PMn_1396_000034+M	MN	김익정	金益精				子斐				1436	1396	生員	吏曹參判	安東[舊] 金	
PMn_1396_000035	MN	이종화	李種華			李終華						1396	進士	司諫院正言	長水 李	
PMn_1396_000036	MN	최순	崔洵									1396	生員	監司	忠州 崔	
PMn_1396_000037	MN	이명덕	李明德						恭肅			1396	生員	判中樞府事	公州 李	
PMn_1396_000038+M	MN	금유	琴柔									1396	幼學	監司	奉化 琴	
PMn_1396_000039+M	MN	하연	河演				淵亮		文孝	1376	1453	1396	生員	議政府領議政	晉陽 河	京
PMn_1396_000040+M	MN	조유인	曹由仁									1396	生員	府使	南平 曹	
PMn_1396_000041	MN	은여림	殷汝霖									1396	生員	司諫院獻納	幸州 殷	
PMn_1396_000042	MN	곽존중	郭存中								1428	1396	生員	吏曹判書	淸州 郭	
PMn_1396_000043	MN	김섭	金涉									1396	生員	成均館大司成	義城 金	
PMn_1396_000044	MN	한이	韓彛									1396	生員	判官	扶安 韓	
PMn_1396_000045	MN	윤상	尹祥	尹哲			實夫			1373	1455	1396	生員	提學	醴泉 尹	
PMn_1396_000046+M	MN	한고	韓皐								1407	1396	協律郞	司諫院獻納	漢陽 韓	
PMn_1396_000047+M	MN	유의	柳顗									1396	內侍府直長	提學	文化 柳	
PMn_1396_000048+M	MN	심도원	沈道源						敬肅	1375	1439	1396	生員	刑曹判書	富有 沈	
PMn_1396_000049	MN	이경생	李敬生		李陽明							1396	生員	成均館司藝	江陽 李	
PMn_1396_000050	MN	정조	鄭慥			許慥						1396	生員	繕工監正	東萊 鄭	
PMn_1396_000051+M	MN	김겸	金謙							1375	1425	1396	生員	監司	慶州 金	
PMn_1396_000052	MN	정지	鄭墀			鄭穉						1396	生員	司諫院獻納		
PMn_1396_000053	MN	유순도	庾順道									1396	生員	藝文館提學	茂松 庾	
PMn_1396_000054	MN	서륜	徐倫									1396	生員	敎授		
PMn_1396_000055	MN	김종리	金從理									1396	生員	藝文館直提學	善山 金	
PMn_1396_000056	MN	노이	盧異									1396	生員	司諫院正言		
PMn_1396_000057+M	MN	이종	李從				事疑					1396	生員	縣令	慶州 李	
PMn_1396_000058	MN	정여	鄭餘									1396	生員	承文院校勘		
PMn_1396_000059	MN	김재사	金再思									1396	生員			
PMn_1396_000060	MN	정재	鄭載									1396	生員	司諫院正言		
PMn_1396_000061	MN	한승안	韓承顔								1421	1396	生員	摠制	淸州 韓	
PMn_1396_000062+M	MN	유몽	柳蒙			柳義						1396	生員	副正	白川 柳	
PMn_1396_000063+M	MN	곽덕연	郭德淵									1396	生員	司憲府掌令	玄風 郭	
PMn_1396_000064	MN	민의생	閔義生				宜之		魏肅	1379	1444	1396	生員	提學	驪興 閔	
PMn_1396_000065	MN	윤발	尹發									1396	生員	敎授	坡平 尹	
PMn_1396_000066	MN	조중림	曺仲林									1396	生員	府尹	昌寧 曺	
PMn_1399_000067	MN	전가식	田可植				美哉					1399	生員	知郡事	潭陽 田	
PMn_1399_000068	MN	김반	金泮				詞源					1399	生員	成均館大司成	文化 金	
PMn_1399_000069+M	MN	유박	柳博									1399	生員	司憲府執義	文化 柳	
PMn_1399_000070+M	MN	최진성	崔進誠									1399	生員	議政府舍人	全州 崔	
PMn_1399_000071	MN	김렴	金濂									1399	生員	府尹	咸興 金	
PMn_1399_000072+M	MN	박광선	朴光先									1399	生員	成均館直講	春川 朴	
PMn_1399_000073	MN	김구연	金九淵									1399	生員			
PMn_1399_000074+M	MN	박안신	朴安信						貞肅			1399	生員	大提學	尙州 朴	
PMn_1399_000075+M	MN	오선경	吳先敬				直夫					1399	生員	議政府舍人	海州 吳	
PMn_1399_000076+M	MN	김복항	金復恒									1399	生員	藝文館直提學	商山 金	
PMn_1399_000077	MN	이양부	李陽敷									1399	生員	摠制	永興 李	
PMn_1399_000078	MN	유익지	柳益之			柳翼之						1399	進士	司諫院獻納	全州 柳	
PMn_1399_000079	MN	조서	趙敍						安靖	1370	1429	1399	生員	提學	漢陽 趙	
PMn_1399_000080+M	MN	김훈	金訓									1399	生員	典祀寺少尹	永同 金	
PMn_1399_000081	MN	유한	柳漢			柳渼						1399	散員	司諫院司諫	瑞山 柳	
PMn_1399_000082	MN	정안지	鄭安止								1421	1399	太廟署丞	副令	光州 鄭	
PMn_1399_000083	MN	이공의	李公義									1399	生員		丹陽 李	
PMn_1399_000084	MN	조회	曺繪									1399	生員	副正	昌寧 曺	
PMn_1399_000085	MN	유장	柳暲									1399	生員	監司	文化 柳	
PMn_1399_000086	MN	문수성	文守成									1399	生員	承政院注書		
PMn_1399_000087	MN	옥고	玉沽				待售			1382	1436	1399	生員	校理	宜寧 玉	
PMn_1399_000088	MN	유이	柳荑									1399	生員	提學	文化 柳	
PMn_1399_000089	MN	홍석주	洪錫疇									1399	生員	直提學		
PMn_1399_000090	MN	최득평	崔得平									1399	幼學	監務	全州 崔	
PMn_1399_000091	MN	손증	孫曾									1399	生員	奉禮郞		
PMn_1399_000092	MN	전예	田藝				春伯					1399	鄕貢學生	量田敬差官	潭陽 田	
PMn_1399_000093	MN	조현수	趙玄璲									1399	學生	主簿	南海 趙	
PMn_1399_000094+M	MN	이안직	李安直									1399	生員	直提學	永川 李	
PMn_1399_000095+M	MN	황보규	皇甫規									1399	生員	司諫院獻納	永川 皇	
PMn_1399_000096	MN	원소	元素									1399	生員	監正	原州 元	
PMn_1399_000097+M	MN	한집	韓緝									1399	進士	副正	楊州 韓	
PMn_1399_000098	MN	박윤영	朴允英									1399	生員	判官		
PMn_1399_000099	MN	이종규	李宗揆			柳宗揆	윤증					1399	生員	監司	延安 李	
PMn_1401_000100+M	MN	조말생	趙末生				平仲		文剛	1370	1447	1401	生員	領中樞府事	楊州 趙	
PMn_1401_000101+M	MN	이적	李辶+赤									1401	生員	京畿監司	驪州 李	
PMn_1401_000102+M	MN	윤회	尹淮				淸卿		文度	1380	1436	1401	生員	兵曹判書	茂松 尹	
PMn_1401_000103	MN	박희종	朴熙宗		朴熙中		子仁			1364	1446	1401	生員	直提學	珍原 朴	
PMn_1401_000104+M	MN	오점	吳點							1373	1444	1401	生員	成均館大司成	寶城 吳	
PMn_1401_000105+M	MN	박서생	朴瑞生									1401	進士	司憲府大司憲	比安 朴	
PMn_1401_000106+M	MN	홍여방	洪汝方				子囿		文良		1438	1401	生員	翰林	南陽[唐] 洪	
PMn_1401_000107+M	MN	김타	金沱									1401	生員	吏曹正郞	慶州 金	
PMn_1401_000108+M	MN	배환	裵桓							1378	1448	1401	生員	監司	興海 裵	
PMn_1401_000109+M	MN	유맹문	柳孟聞									1401	生員	禮曹參判	文化 柳	
PMn_1401_000110	MN	양권	梁權									1401	錄事	校理	南原 梁	
PMn_1401_000111	MN	한목	韓牧									1401	生員	主簿		
PMn_1401_000112	MN	조수	趙須				亨父					1401	生員	成均館司藝	平壤 趙	
PMn_1401_000113	MN	성부석	成敷錫									1401	生員	承政院注書	昌寧 成	
PMn_1401_000114	MN	장진	張晉			張縉						1401	生員	吏曹佐郞		永川
PMn_1401_000115+M	MN	김자온	金自溫									1401	生員	兵曹正郞	慶州 金	
PMn_1401_000116+M	MN	정윤로	鄭允老									1401	生員	博士	東萊 鄭	
PMn_1401_000117	MN	주을서	周乙序		周孟序							1401	生員			
PMn_1401_000118	MN	김찬	金瓚									1401	生員	敎授		
PMn_1401_000119	MN	원숙	元肅								1425	1401	生員	吏曹參判	原州 元	
PMn_1401_000120+M	MN	유사근	柳士根									1401	生員	議政府舍人	文化 柳	
PMn_1401_000121+M	MN	정종본	鄭宗本									1401	生員	司諫院獻納	迎日 鄭	
PMn_1401_000122+M	MN	김소	金遡								1442	1401	生員	成均館司成	光山 金	
PMn_1401_000123+M	MN	김구	金矩									1401	進士	正字		
PMn_1401_000124+M	MN	정주	鄭疇									1401	生員	留後		
PMn_1401_000125	MN	배금	裵錦									1401	生員	縣監		
PMn_1401_000126	MN	김위민	金爲民									1401	生員	藝文館直提學	慶州 金	
PMn_1401_000127+M	MN	서진	徐晉				晦之			1377	1432	1401	生員	監正	利川 徐	
PMn_1401_000128	MN	조종생	趙從生							1375	1436	1401	新榜生員	戶曹參議	楊州 趙	
PMn_1401_000129	MN	이도	李蹈	李佾		李鞰						1401	生員	監正	禮安 李	
PMn_1401_000130+M	MN	윤상은	尹尙殷									1401	幼學	成均館司成	坡平 尹	
PMn_1401_000131	MN	김유보	金兪甫									1401	生員	吏曹參議	光山 金	
PMn_1401_000132	MN	노혁	盧革									1401	生員	牧使	萬頃 盧	
PMn_1402_000133	MN	신효	申曉									1402	生員	司諫院正言	平山 申	
PMn_1402_000134+M	MN	하담	河澹									1402	生員	宗簿少尹	晉陽 河	
PMn_1402_000135	MN	민무회	閔無悔								1416	1402	生員	提學	驪興 閔	
PMn_1402_000136	MN	진준	陳遵									1402	生員	工曹參議	羅州 陳	
PMn_1402_000137	MN	정환	鄭還									1402	生員	司諫院獻納		永川
PMn_1402_000138	MN	권선	權繕	李佾								1402	殿中直長	禮曹參議	安東 權	
PMn_1402_000139+M	MN	김최	金最								1432	1402	生員	司憲府持平		
PMn_1402_000140+M	MN	최사유	崔士柔				徽之			1372	1455	1402	生員	直提學	朔寧 崔	
PMn_1402_000141	MN	주황	周晃									1402	生員			
PMn_1402_000142+M	MN	정주	鄭賙									1402	生員	司諫院獻納	東萊 鄭	
PMn_1402_000143	MN	양사적	梁思逖									1402	生員	校理	南原 梁	
PMn_1402_000144	MN	윤거	尹擧									1402	生員	縣監	坡平 尹	
PMn_1402_000145	MN	정회	鄭繪									1402	生員	縣務		
PMn_1402_000146+M	MN	신장	申檣				濟夫			1382	1433	1402	生員	集賢殿大提學	高靈 申	
PMn_1402_000147	MN	김녕	金寧									1402	生員	司憲府掌令		
PMn_1402_000148	MN	권약	權約		權居南							1402	生員		安東 權	
PMn_1402_000149	MN	이줄	李茁									1402	生員	判官	固城 李	
PMn_1402_000150	MN	문헌	文獻									1402	生員	校書館校理	甘泉 文	
PMn_1402_000151	MN	박효제	朴孝悌									1402	生員	主簿	咸陽 朴	
PMn_1402_000152	MN	조상	曺尙									1402	生員	司諫院獻納	昌寧 曺	
PMn_1402_000153	MN	송포	宋褒									1402	生員	司憲府執義	金海 宋	
PMn_1402_000154	MN	김피	金彼									1402	新榜生員		義城 金	
PMn_1402_000155	MN	서성	徐省									1402	生員	吏曹佐郞		
PMn_1402_000156	MN	김지효	金知孝									1402	生員	世子左司經	槐山 金	
PMn_1402_000157+M	MN	김효정	金孝貞						文靖	1383		1402	生員	司憲府大司憲	善山 金	
PMn_1402_000158	MN	송복	宋復									1402	生員	掌隷院判決事	礪山 宋	
PMn_1402_000159	MN	고몽현	高夢賢									1402	進士	成均館司成	濟州 高	
PMn_1402_000160	MN	김심	金伈									1402	生員			
PMn_1402_000161	MN	김지형	金知逈			金訓逈						1402	生員	副正		
PMn_1402_000162+M	MN	허성	許誠						恭簡	1382	1441	1402	生員	大提學	河陽 許	
PMn_1402_000163	MN	김극유	金克柔							1330		1402	幼學	承文院校理	海平 金	
PMn_1402_000164+M	MN	조종례	趙從禮									1402	生員	直提學	咸安 趙	
PMn_1402_000165	MN	배한	裵澣									1402	生員	司諫院正言		
PMn_1405_000166+M	MN	유면	兪勉									1405	生員	司憲府持平	仁同 兪	
PMn_1405_000167+M	MN	정초	鄭招				悅之		文景		1434	1405	生員	翰林	河東 鄭	京
PMn_1405_000168+M	MN	정지당	鄭之唐									1405	主簿	司憲府掌令	光州 鄭	
PMn_1405_000169	MN	김상직	金尙直									1405	生員	集賢殿副提學	商山 金	
PMn_1405_000170+M	MN	조서로	趙瑞老							1382	1445	1405	生員	監司	白川 趙	
PMn_1405_000171+M	MN	이긍	李兢							1389	1433	1405	生員	吏曹參判	咸平 李	靈光
PMn_1405_000172	MN	송을개	宋乙開									1405	生員	司諫院正言	礪山 宋	
PMn_1405_000173+M	MN	양여공	梁汝恭				敬之			1378	1431	1405	生員	兵曹正郞	忠州 梁	
PMn_1405_000174+M	MN	이안유	李安柔				而立					1405	敬承府丞	司諫院正言	永川 李	
PMn_1405_000175	MN	박기	朴頎									1405	生員	禮曹佐郞		
PMn_1405_000176	MN	김극신	金克信									1405	生員		長城 金	
PMn_1405_000177	MN	채지지	蔡知止									1405	生員	翰林	平康 蔡	
PMn_1405_000178	MN	최종해	崔宗海									1405	生員		全州 崔	
PMn_1405_000179+M	MN	유상지	兪尙智									1405	生員	代言	昌原 兪	
PMn_1405_000180+M	MN	박의	朴誼									1405	生員	水原敎授		
PMn_1405_000181	MN	박식	朴式			朴彧						1405	生員	成均館司成		
PMn_1405_000182	MN	최민	崔岷									1405	生員	郡守	朔寧 崔	
PMn_1405_000183	MN	조숭덕	曹崇德									1405	生員	工曹參議		
PMn_1405_000184	MN	권희	權熙			權點						1405	生員	世子侍講院弼善	安東 權	
PMn_1405_000185	MN	주명신	周命新									1405	生員			
PMn_1405_000186	MN	유구사	柳九思									1405	生員	禮曹佐郞		
PMn_1405_000187	MN	송치	宋寘									1405	生員	司諫院正言	鎭川 宋	
PMn_1405_000188+M	MN	김종서	金宗瑞				國卿		忠翼	1383	1453	1405	生員	議政府左議政	順天 金	
PMn_1405_000189	MN	차유	車有			車宥						1405	生員	留後	延安 車	
PMn_1405_000190	MN	양질	楊秩									1405	生員	議政府舍人		
PMn_1405_000191	MN	신도	申圖									1405	生員	司諫院獻納		
PMn_1405_000192+M	MN	이성	李誠									1405	生員	縣監		
PMn_1405_000193+M	MN	이뢰	李賴									1405	新榜生員	司諫院獻納		
PMn_1405_000194	MN	김상	金尙			金敞						1405	生員	府使	三陟 金	
PMn_1405_000195+M	MN	원황	元晃		元滉							1405	生員	司諫院正言	原州 元	
PMn_1405_000196	MN	박거선	朴居善			朴居信						1405	生員			
PMn_1405_000197+M	MN	김구경	金九冏			金久冏						1405	生員	直殿	光山 金	
PMn_1405_000198+M	MN	최덕지	崔德之				可久			1384	1455	1405	生員	藝文館直提學	全州 崔	
PMn_1407_000199+M	MN	변계량	卞季良				巨卿		文肅	1369	1430	1407	藝文館直提學	禮曹參議	草溪 卞	
PMn_1401_000100+M	MN	조말생	趙末生				平仲		文剛	1370	1447	1407	吏曹正郞	典農寺副正	楊州 趙	
PMn_1401_000105+M	MN	박서생	朴瑞生									1407	成均館學正	右正言	比安 朴	
PMn_1405_000197+M	MN	김구경	金九冏			金久冏						1407	權知成均館學諭	奉常寺主簿	光山 金	
PMn_1407_000203	MN	박제	朴濟			朴溪						1407	禮曹正郞	成均館司藝		
PMn_1393_000030+M	MN	유사눌	柳思訥				而行		文肅	1365	1440	1407	吏曹正郞	司憲府掌令	文化 柳	
PMn_1405_000167+M	MN	정초	鄭招				悅之		文景		1434	1407	藝文館檢閱	左正言	河東 鄭	
PMn_1393_000025+M	MN	황현	黃鉉							1372		1407	成均館直講	敬承府少尹	平海 黃	
PMn_1407_000207	MN	윤효종	尹孝宗		尹會宗		淸叔					1407	成均館司藝	成均館司成	茂松 尹	
PMn_1407_000208+M	MN	이지강	李之剛				仲潛		文肅	1363	1427	1407	敬承府少尹	藝文館直提學	廣州 李	
PMn_1408_000209+M	MN	어변갑	魚變甲				子先			1381	1435	1408	生員	直提學	咸從 魚	咸安
PMn_1408_000210	MN	김장	金廧									1408	生員	司憲府掌令		
PMn_1408_000211+M	MN	김익렴	金益廉									1408	生員	司憲府持平	安東[舊] 金	
PMn_1408_000212	MN	김원로	金元老									1408	生員	經筵	善山 金	
PMn_1408_000213+M	MN	박융	朴融				惟明				1424	1408	生員	吏曹正郞	密陽 朴	
PMn_1408_000214+M	MN	윤수	尹粹									1408	生員	直提學	坡平 尹	
PMn_1408_000215	MN	이훈	李薰									1408	提控	縣監		
PMn_1408_000216+M	MN	설순	偰循				輔德				1435	1408	生員	吏曹參議	慶州 偰	
PMn_1408_000217+M	MN	유효통	兪孝通				行源					1408	生員	集賢殿提學	杞溪 兪	
PMn_1408_000218	MN	정승서	鄭承緖									1408	主簿	刑曹佐郞	草溪 鄭	
PMn_1408_000219	MN	최맹량	崔孟良									1408	宗廟署丞	書狀官	全州 崔	
PMn_1408_000220	MN	김유무	金由畝									1408	新榜進士	工曹正郞	光山 金	
PMn_1408_000221+M	MN	유계문	柳季聞				叔行		安肅	1383	1445	1408	生員	刑曹判書	文化 柳	
PMn_1408_000222+M	MN	이숙복	李叔福								1418	1408	生員	承文院校理	韓山 李	
PMn_1408_000223	MN	정려	鄭旅									1408	生員	議政府舍人	海州 鄭	
PMn_1408_000224	MN	나유수	羅有綬									1408	生員	司諫院正言		
PMn_1408_000225	MN	정개보	鄭介保									1408	新榜生員	佐郞	東萊 鄭	
PMn_1408_000226+M	MN	신인손	辛引孫	辛安住			祚胤		恭肅	1384	1445	1408	生員	大提學	靈山 辛	
PMn_1408_000227	MN	이정문	李正文									1408	生員	禮曹正郞		
PMn_1408_000228+M	MN	김자	金赭								1428	1408	生員	承政院注書	彦陽 金	
PMn_1408_000229+M	MN	우승범	禹承範									1408	壽寧府丞	吏曹判書	丹陽 禹	
PMn_1408_000230	MN	김재	金滓									1408	開國功臣錄事	正	光山 金	
PMn_1408_000231	MN	유상리	兪尙理									1408	政府錄事	正郞	昌原 兪	
PMn_1408_000232	MN	이각	李㴶			李漼						1408	生員	成均館直講		
PMn_1408_000233+M	MN	배소	裵素									1408	生員	吏曹正郞	興海 裵	
PMn_1408_000234	MN	김고	金顧				警甫			1393	1437	1408	壽寧府丞	翰林	安東[舊] 金	
PMn_1408_000235	MN	강리	康理									1408	生員	郡守	任實 康	
PMn_1408_000236	MN	이미	李敉									1408	生員	議政府舍人		
PMn_1408_000237+M	MN	구강	具綱									1408	生員	司憲府執義	綾城 具	
PMn_1408_000238+M	MN	권맹손	權孟孫				孝伯		齊平	1390	1456	1408	新榜生員	藝文館大提學	醴泉 權	
PMn_1408_000239	MN	이심	李審			李蕃						1408	生員	吏曹參判	驪州 李	
PMn_1408_000240	MN	정린	鄭鄰			鄭郁						1408	生員	成均館司藝		
PMn_1408_000241	MN	정신	鄭信									1408	律科及第			
PMn_1411_000242+M	MN	권극중	權克中									1411	生員	禮曹正郞	安東 權	
PMn_1411_000243+M	MN	배윤	裵閏									1411	生員	直提學	星山 裵	
PMn_1411_000244	MN	한권	韓淃						平節			1411	生員	留後	谷山 韓	
PMn_1411_000245+M	MN	이장손	李長孫				孟胤					1411	錄事	議政府舍人	廣州 李	
PMn_1411_000246	MN	한처명	韓處命		韓處寧							1411	生員	集賢殿校理		
PMn_1411_000247+M	MN	임효신	任孝信									1411	生員	縣監	豊川 任	
PMn_1411_000248	MN	임회	林薈									1411	生員	敎授	忠州 林	
PMn_1411_000249	MN	김유진	金由畛									1411	生員	兵曹佐郞	光山 金	
PMn_1411_000250+M	MN	권시	權偲							1386		1411	生員	司憲府執義	安東 權	
PMn_1411_000251+M	MN	정흠지	鄭欽之				堯佐		文景	1378	1439	1411	府丞	刑曹判書	東萊 鄭	
PMn_1411_000252	MN	박연	朴然		朴堧		坦夫			1378	1458	1411	生員	大提學	密陽 朴	
PMn_1411_000253+M	MN	박의손	朴義孫								1418	1411	主簿	司憲府監察	咸陽 朴	京
PMn_1411_000254	MN	배추	裵樞									1411	生員	司諫院獻納	星山 裵	
PMn_1411_000255	MN	문상행	文尙行									1411	生員	判官	南平 文	
PMn_1411_000256+M	MN	신기	愼幾									1411	生員	監司	居昌 愼	
PMn_1411_000257	MN	박시	朴恃									1411	生員	縣監		
PMn_1411_000258	MN	신주	辛宙			辛寅						1411	生員			
PMn_1411_000259	MN	강명덕	姜明德		姜諫							1411	幼學	縣監	晉州 姜	
PMn_1411_000260	MN	허광	許匡									1411	生員	成均館直講		
PMn_1411_000261+M	MN	윤자견	尹自堅				文子					1411	生員	奉敎	茂松 尹	
PMn_1411_000262	MN	이규	李樛		李棐							1411	生員	藝文館直提學	富平 李	
PMn_1411_000263	MN	배남	裵楠									1411	生員	司憲府監察	興海 裵	
PMn_1411_000264+M	MN	김빈	金鑌		金銚				恭簡			1411	生員	禮曹判書	金海 金	
PMn_1411_000265+M	MN	하결	河潔				深亮					1411	直長	司諫院大司諫	晉陽 河	
PMn_1411_000266	MN	최약지	崔瀹之									1411	別將	判官		
PMn_1411_000267	MN	이유혜	李有蹊									1411	生員	吏曹佐郞		
PMn_1411_000268	MN	조강	趙講									1411	生員	監司	咸安 趙	
PMn_1411_000269	MN	김여하	金慮遐									1411	生員	郡守	平壤 金	
PMn_1411_000270+M	MN	오비	吳備									1411	主簿	禮曹正郞	寶城 吳	
PMn_1411_000271+M	MN	이길배	李吉培									1411	生員	監司	牛峰 李	
PMn_1411_000272	MN	유유	柳侑									1411	生員	副使	高興 柳	
PMn_1411_000273+M	MN	박절문	朴切問							1390		1411	生員	正字	密陽 朴	
PMn_1411_000274	MN	최흥효	崔興孝			崔孝興	百源					1411	提擧	提學	永川 崔	
PMn_1414_000275+M	MN	정인지	鄭麟趾				伯雎		文成	1396	1478	1414	生員	文衡	河東 鄭	
PMn_1414_000276	MN	김작	金綽									1414	生員	郡守	慶州 金	
PMn_1414_000277	MN	손미옥	孫美玉									1414	生員	郡守		
PMn_1414_000278	MN	박용	朴容									1414	生員	縣監		
PMn_1414_000279	MN	김자이	金自貽			金自怡						1414	主簿	司憲府持平	義興 金	
PMn_1414_000280	MN	방문중	房文中									1414	幼學	校書館著作	南陽 房	
PMn_1414_000281+M	MN	정광원	鄭廣元				子春					1414	幼學	成均館直講	晉陽 鄭	
PMn_1414_000282	MN	김비	金貔									1414	生員	縣監		
PMn_1414_000283+M	MN	조양	趙襄									1414	生員	縣監		
PMn_1414_000284+M	MN	이규	李逵									1414	生員			
PMn_1414_000285+M	MN	조녕	趙寧									1414	生員	司憲府監察	咸安 趙	
PMn_1414_000286+M	MN	정척	鄭陟				明之		恭戴	1390	1475	1414	生員	修文殿大提學	晉陽 鄭	
PMn_1414_000287	MN	공종주	孔宗周									1414	生員	司憲府監察	曲阜 孔	
PMn_1414_000288+M	MN	송계	宋啓							1373	1442	1414	生員	司憲府掌令	德山 宋	
PMn_1414_000289	MN	김전	金塡									1414	生員	寶文閣直學	安東[舊] 金	
PMn_1414_000290+M	MN	조서강	趙瑞康				子敬				1444	1414	生員	吏曹參判	白川 趙	
PMn_1414_000291+M	MN	임경	任敬									1414	司正	縣監		
PMn_1414_000292	MN	심연	沈涓									1414	生員	司憲府監察	靑松 沈	
PMn_1414_000293+M	MN	이수령	李守領									1414	生員	承政院注書	龍仁 李	
PMn_1414_000294+M	MN	김갱	金鏗									1414	別將	敎授	昌原 金	
PMn_1414_000295	MN	주수	周遂									1414	生員	兵曹佐郞		
PMn_1414_000296	MN	이사맹	李師孟									1414	生員	知事	德山 李	
PMn_1414_000297	MN	윤무	尹務		尹淳							1414	生員	樂安郡守	永川 尹	
PMn_1414_000298+M	MN	곽규	郭珪									1414	生員	縣監	善山 郭	
PMn_1414_000299+M	MN	황사간	黃士幹									1414	生員	正字	尙州 黃	
PMn_1414_000300+M	MN	김자갱	金子鏗				孟堅			1390	1472	1414	生員	司諫院司諫	江陵 金	
PMn_1414_000301	MN	윤맹겸	尹孟謙									1414	生員	吏曹正郞	坡平 尹	
PMn_1414_000302	MN	유상우	劉尙友									1414	生員	書狀官		
PMn_1414_000303	MN	김신절	金臣節									1414	生員	承文院校理		
PMn_1414_000304	MN	김흥서	金興緖			金興瑞						1414	生員			
PMn_1414_000305	MN	박서	朴敍			朴舒						1414	生員	龍安縣監	密陽 朴	
PMn_1414_000306	MN	정의민	鄭宜民									1414	幼學	學士		
PMn_1414_000307	MN	박질	朴耋									1414	生員	司憲府監察		
PMn_1414_000308+M	MN	권제	權踶	權蹈			仲安		文景	1387	1445	1414	司憲府監察	文衡	安東 權	
PMn_1414_000309+M	MN	안지	安止				子行		文靖	1377	1464	1414	生員	成均館博士	耽津 安	
PMn_1414_000310+M	MN	최유종	崔有悰			崔有宗						1414	前長興庫主簿	世子侍講院弼善	慶州 崔	
PMn_1414_000311	MN	이수	李隨				擇之		文靖	1374	1430	1414	尙瑞院直長	藝文館大提學	鳳山 李	
PMn_1414_000312+M	MN	권극화	權克和				庸夫					1414	長興庫主簿	提學	安東 權	
PMn_1414_000313	MN	곽거완	郭居完							1386		1414	鄕貢生員	佐郞	玄風 郭	
PMn_1414_000314+M	MN	황보인	皇甫仁				四兼		忠定		1453	1414	司憲府監察	議政府領議政	永川 皇	
PMn_1414_000315+M	MN	윤돈	尹惇			尹淳						1414	中領別將	承文院校理	坡平 尹	
PMn_1414_000316+M	MN	이사동	李士侗									1414	幼學	任實縣監	淳昌 李	
PMn_1414_000317+M	MN	최효손	崔孝孫									1414	生員	司諫院司諫	慶州 崔	
PMn_1414_000318	MN	유승유	柳升濡									1414	錄事	司諫院獻納	晉州[土] 柳	
